property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
house,sector 105,9.9,2,2,2,relatively old,2000.0,0,0,unfurnished,budget,low-rise
flat,sector 90,0.64,2,2,3,old,1194.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 85,2.17,4,4,3,relatively new,2600.0,1,0,unfurnished,budget,medium-rise
flat,sector 102,1.26,2,2,2,relatively new,1105.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 91,0.96,2,2,3+,relatively old,1276.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 89,0.9,2,2,2,new,1003.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 24,4.25,3,4,3+,old,3187.0,1,1,semifurnished,luxury,low-rise
flat,sector 69,1.28,3,3,2,relatively new,1435.0,0,0,semifurnished,budget,high-rise
flat,sector 85,1.93,3,4,3,relatively new,2400.0,1,0,unfurnished,luxury,medium-rise
flat,sector 51,2.1,4,4,3,relatively new,2300.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 102,2.2,3,4,3+,relatively new,1186.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 111,3.45,4,5,3+,relatively new,2682.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 106,1.5,4,6,3+,relatively new,1535.0,1,0,unfurnished,luxury,high-rise
flat,sector 79,1.7,3,2,3,relatively new,1570.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 81,2.4,3,4,3+,relatively new,1912.0,1,0,furnished,luxury,high-rise
flat,sector 81,2.7,3,3,3,relatively new,2343.0,1,0,semifurnished,budget,high-rise
flat,sector 92,0.9,4,5,3+,relatively new,1700.0,1,0,unfurnished,budget,high-rise
flat,sector 74,2.25,3,3,2,relatively new,1938.0,1,0,semifurnished,luxury,medium-rise
house,sector 86,2.47,4,4,3+,relatively old,2800.0,1,0,semifurnished,luxury,low-rise
house,sector 109,9.5,5,5,3+,relatively new,3600.0,1,1,unfurnished,luxury,low-rise
flat,sector 37,1.43,3,3,3+,relatively new,1826.0,1,0,unfurnished,budget,low-rise
flat,sector 84,1.15,2,2,3,relatively new,1388.0,0,0,unfurnished,budget,high-rise
flat,sector 47,0.56,2,2,3,new,913.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,0.26,1,1,1,new,438.0,0,0,unfurnished,budget,medium-rise
flat,sector 111,3.4,4,5,3+,relatively new,2682.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 92,0.95,4,3,3,relatively old,1778.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 61,1.9,3,3,3,new,1137.0,0,0,unfurnished,budget,low-rise
house,sector 8,1.6,4,6,1,relatively new,558.0,0,0,unfurnished,budget,low-rise
flat,sector 70,2.0,4,5,3+,relatively old,2105.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 79,1.25,3,3,3,relatively new,1058.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 104,2.63,4,4,3+,relatively new,2941.0,1,0,semifurnished,luxury,high-rise
flat,sector 47,0.96,2,2,3+,relatively new,1127.0,0,0,unfurnished,luxury,high-rise
house,sector 109,7.0,5,5,3+,relatively new,6228.0,1,0,unfurnished,luxury,low-rise
flat,sector 102,1.8,3,3,3,relatively new,1538.0,0,0,unfurnished,budget,medium-rise
flat,sector 22,4.8,4,6,3+,new,2778.0,1,0,furnished,budget,medium-rise
flat,sector 92,1.19,4,3,3,relatively new,2533.0,1,0,unfurnished,semi-luxury,high-rise
house,sector 9,3.5,9,9,3+,relatively new,2610.0,0,0,unfurnished,budget,low-rise
flat,sector 88,1.38,3,3,3+,relatively new,2296.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 2,1.0,3,2,2,old,120.0,0,0,unfurnished,budget,low-rise
flat,sector 111,1.65,3,4,3+,under construction,2114.0,1,0,unfurnished,budget,high-rise
flat,sector 88,1.29,3,3,3,new,1634.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 102,1.76,3,3,3,relatively new,1538.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 84,1.15,2,2,3,relatively new,1355.0,0,0,semifurnished,budget,medium-rise
flat,sector 107,0.88,2,2,3+,relatively new,1242.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 108,3.0,4,5,3+,relatively new,1631.14,1,0,furnished,luxury,low-rise
house,sector 43,3.3,1,1,0,under construction,1242.0,0,0,unfurnished,budget,low-rise
house,sector 109,6.0,4,4,3+,relatively new,2430.0,1,1,unfurnished,luxury,low-rise
flat,sector 49,2.9,4,4,3+,relatively old,2166.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.85,3,2,2,new,1080.0,0,0,unfurnished,budget,medium-rise
flat,sector 50,1.8,3,4,3+,relatively old,1870.0,1,0,semifurnished,luxury,medium-rise
flat,sector 56,1.37,3,3,3+,old,1450.0,0,0,unfurnished,luxury,low-rise
flat,sector 65,2.0,3,3,3,relatively new,1833.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 47,0.21,1,1,1,relatively new,438.0,0,0,unfurnished,budget,low-rise
flat,sector 28,3.0,3,5,3+,old,2602.0,0,0,unfurnished,budget,medium-rise
house,sector 33,11.75,5,7,3+,relatively new,5055.94,1,0,unfurnished,semi-luxury,low-rise
flat,sector 85,1.83,3,4,3,relatively new,1925.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,1.17,2,2,2,relatively new,1282.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 80,1.4,3,4,2,relatively old,1854.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 54,3.25,3,3,3+,old,2558.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 86,1.25,3,2,1,new,1536.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 67,3.5,3,4,3+,relatively new,2144.0,1,0,semifurnished,luxury,high-rise
flat,sector 90,0.5,2,2,2,under construction,796.0,0,0,unfurnished,budget,low-rise
flat,sector 90,0.75,2,2,3,relatively new,1444.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 111,3.7,4,5,3+,relatively new,2650.0,1,0,semifurnished,luxury,high-rise
flat,sector 67,3.0,3,3,3+,relatively new,2047.08,0,1,semifurnished,luxury,medium-rise
flat,sector 81,2.22,3,4,3+,relatively new,2418.0,1,0,semifurnished,luxury,high-rise
flat,sector 68,1.0,2,2,3,new,1311.0,0,0,unfurnished,budget,high-rise
house,sector 67,1.83,4,4,2,new,2700.0,0,0,semifurnished,luxury,medium-rise
house,sector 57,7.25,9,9,3+,new,2700.0,1,0,semifurnished,budget,low-rise
flat,sector 81,2.2,3,4,3+,relatively new,1909.0,1,0,furnished,budget,high-rise
flat,sector 82,1.12,3,3,2,relatively new,1581.0,0,0,semifurnished,budget,high-rise
flat,sector 37,1.5,3,3,3,relatively new,1685.0,0,0,unfurnished,budget,high-rise
flat,sector 83,0.75,2,2,2,relatively new,1150.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 47,0.25,1,1,1,relatively new,384.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 83,1.8,3,4,3,relatively new,1545.0,1,1,semifurnished,luxury,medium-rise
house,sector 4,3.25,3,3,2,old,2250.0,0,0,unfurnished,budget,low-rise
flat,sector 86,1.3,2,2,3,relatively new,1345.0,0,0,unfurnished,budget,medium-rise
flat,sector 85,1.98,3,4,3,relatively new,2300.0,0,0,unfurnished,budget,medium-rise
flat,sector 110,3.25,4,4,3,relatively new,3091.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 37,1.98,3,3,3+,new,1992.0,0,0,semifurnished,budget,high-rise
flat,sector 48,15.0,5,6,3+,relatively new,7444.0,1,0,furnished,semi-luxury,high-rise
flat,sector 108,3.95,4,5,3,relatively new,2343.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 74,1.48,2,2,3,relatively new,1300.0,0,1,unfurnished,luxury,high-rise
flat,sector 67,1.4,2,2,2,relatively new,1145.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 10,1.7,2,1,2,old,900.0,0,0,unfurnished,budget,low-rise
flat,sector 83,1.75,3,3,3+,relatively new,1543.0,1,0,unfurnished,luxury,high-rise
flat,sector 79,1.1,3,3,3,relatively new,1150.0,0,0,semifurnished,luxury,high-rise
flat,sector 14,2.2,3,4,3+,old,1956.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 83,1.1,3,3,3,relatively new,1577.0,1,0,semifurnished,semi-luxury,high-rise
house,sector 41,1.65,1,1,0,relatively old,1200.0,0,0,unfurnished,budget,low-rise
flat,sector 92,0.62,2,2,2,new,1498.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 37,0.6,2,2,3,under construction,1185.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 104,2.52,4,4,3+,relatively new,2800.0,1,1,semifurnished,luxury,high-rise
flat,sector 68,1.25,2,2,3,new,934.0,0,0,unfurnished,budget,medium-rise
house,sector 56,8.0,10,10,3+,relatively new,8286.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 61,2.41,3,3,3,new,1630.0,0,0,semifurnished,semi-luxury,low-rise
house,sector 86,2.5,4,4,3+,relatively old,3400.0,1,1,semifurnished,luxury,low-rise
flat,sector 92,0.95,4,5,3+,relatively new,1895.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 89,1.25,3,3,2,new,1581.0,0,0,unfurnished,budget,low-rise
flat,sector 85,2.1,4,5,3+,relatively new,2556.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 69,1.9,4,4,2,relatively new,1736.0,0,1,unfurnished,luxury,medium-rise
flat,sector 79,1.95,3,4,3+,new,1653.0,1,0,unfurnished,budget,medium-rise
flat,sector 72,3.3,3,3,3+,relatively new,2000.0,1,0,semifurnished,luxury,medium-rise
flat,sector 85,1.14,2,2,3,relatively new,1491.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 67,1.5,2,2,2,relatively new,1500.0,0,1,semifurnished,budget,medium-rise
flat,sector 90,0.47,2,2,1,new,767.0,0,0,unfurnished,budget,low-rise
flat,sector 37,1.4,3,3,3,relatively new,1711.0,0,0,semifurnished,luxury,medium-rise
flat,sector 56,1.7,3,3,3,relatively old,2200.0,0,0,unfurnished,budget,medium-rise
flat,sector 65,2.3,3,4,3,relatively new,1833.0,1,1,furnished,luxury,low-rise
flat,sector 70,1.6,3,5,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 7,0.45,3,2,1,old,900.0,0,0,unfurnished,budget,low-rise
house,sector 3,0.8,5,4,3,under construction,146.0,0,0,unfurnished,budget,low-rise
house,sector 26,3.25,3,3,3,old,8829.09,0,0,unfurnished,semi-luxury,low-rise
flat,sector 84,1.01,3,3,2,relatively new,1475.0,0,0,unfurnished,budget,high-rise
flat,sector 89,1.3,3,3,2,new,1175.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 70,1.65,3,3,2,relatively new,2167.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 108,0.85,3,3,2,relatively new,1500.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 95,0.6,2,2,2,relatively new,978.0,0,0,unfurnished,budget,high-rise
flat,sector 48,3.45,3,3,3,relatively old,1869.01,0,0,unfurnished,semi-luxury,high-rise
flat,sector 48,1.6,3,3,3+,old,1895.0,0,0,semifurnished,budget,medium-rise
house,sector 49,2.75,3,3,1,old,1833.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 47,1.2,2,2,2,new,1492.0,0,0,unfurnished,budget,low-rise
flat,sector 113,2.45,3,3,3,relatively new,2023.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 90,1.8,4,4,3+,relatively old,2479.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 43,3.8,3,3,3+,relatively old,2450.0,1,0,semifurnished,semi-luxury,low-rise
house,sector 83,1.7,3,3,3+,new,2160.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 2,5.5,4,5,3+,new,5273.0,1,0,unfurnished,luxury,high-rise
flat,sector 61,2.6,3,3,2,new,1765.94,0,0,unfurnished,budget,low-rise
flat,sector 88,1.15,2,2,3,relatively new,1375.0,0,0,unfurnished,luxury,high-rise
flat,sector 67,4.5,4,4,3+,relatively new,3160.0,1,0,semifurnished,budget,low-rise
flat,sector 56,0.47,1,1,1,old,672.0,0,0,semifurnished,budget,low-rise
flat,sector 84,1.05,4,4,3+,new,1905.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 69,0.6,2,1,1,relatively new,584.0,0,0,unfurnished,budget,high-rise
flat,sector 109,1.6,4,1,0,new,3008.0,0,0,unfurnished,budget,low-rise
flat,sector 81,0.9,3,3,0,relatively new,1780.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 108,2.08,4,4,3+,relatively new,2631.0,1,0,unfurnished,luxury,low-rise
flat,sector 109,2.25,3,4,3,relatively new,2350.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 66,4.6,3,3,3,relatively new,2871.0,1,1,semifurnished,luxury,high-rise
flat,sector 2,1.5,3,4,3+,relatively old,1745.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 3,0.75,4,2,2,old,1170.0,0,0,unfurnished,budget,low-rise
flat,sector 65,6.15,3,5,3+,relatively new,4271.0,1,0,furnished,budget,low-rise
flat,sector 37,0.66,2,2,3+,relatively new,1310.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 85,1.93,3,4,3,relatively new,2400.0,1,0,unfurnished,luxury,medium-rise
flat,sector 111,2.58,3,4,2,relatively old,2000.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 95,0.32,2,2,1,relatively new,610.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 82,2.55,4,4,3+,relatively new,2273.13,0,0,furnished,budget,high-rise
flat,sector 81,4.0,4,5,3+,relatively new,3818.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 86,2.2,3,3,1,relatively new,1755.0,0,0,furnished,semi-luxury,medium-rise
flat,sector 28,1.0,1,1,1,old,1000.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 37,1.25,3,3,3+,under construction,1725.0,0,0,unfurnished,budget,low-rise
flat,sector 104,2.65,3,4,3,relatively new,2082.0,1,0,semifurnished,luxury,high-rise
house,sector 38,3.5,3,2,3,relatively old,1458.03,0,1,semifurnished,semi-luxury,low-rise
flat,sector 81,2.35,3,3,3+,relatively new,1550.0,1,0,furnished,budget,high-rise
flat,sector 66,1.45,2,2,3,relatively new,1078.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 28,2.2,3,4,3+,relatively old,1956.0,1,0,furnished,semi-luxury,low-rise
flat,sector 109,2.22,3,3,3,relatively new,1905.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 47,2.4,3,3,0,relatively old,2667.0,0,0,semifurnished,budget,low-rise
flat,sector 88,1.45,3,3,3,relatively new,1993.0,0,0,unfurnished,budget,high-rise
flat,sector 37,1.79,4,3,3,relatively new,1816.0,0,0,semifurnished,budget,high-rise
house,sector 25,9.0,5,5,3,old,2700.0,1,1,unfurnished,budget,low-rise
flat,sector 102,2.0,3,3,3,relatively new,1684.0,0,0,unfurnished,budget,medium-rise
flat,sector 82,1.87,3,3,3,relatively old,1662.0,0,0,unfurnished,budget,high-rise
flat,sector 95,0.38,2,2,1,new,610.0,0,0,unfurnished,budget,medium-rise
flat,sector 85,0.88,3,3,1,relatively new,1350.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 108,1.25,3,3,3,relatively new,1500.0,1,0,unfurnished,luxury,low-rise
flat,sector 2,1.51,3,4,3+,relatively old,1745.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 99,1.4,3,5,3+,new,1815.0,0,0,unfurnished,budget,medium-rise
house,sector 55,3.55,4,4,3+,old,1448.98,0,0,semifurnished,budget,low-rise
flat,sector 41,3.4,4,4,3,old,2900.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 68,1.9,3,3,3+,under construction,2288.0,1,0,unfurnished,budget,low-rise
house,sector 2,9.0,5,5,2,old,4680.0,1,1,furnished,semi-luxury,low-rise
house,sector 49,4.45,6,6,3,relatively old,2880.0,1,1,furnished,luxury,low-rise
house,sector 70,1.18,3,3,3+,relatively new,1611.0,0,0,semifurnished,luxury,low-rise
flat,sector 113,3.35,4,4,3+,relatively new,2991.0,1,0,semifurnished,luxury,high-rise
house,sector 50,6.95,3,3,1,relatively old,2160.0,1,0,unfurnished,luxury,low-rise
flat,sector 90,1.76,4,4,3+,relatively new,2020.0,0,0,semifurnished,luxury,medium-rise
flat,sector 14,2.2,3,4,3+,old,1956.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,2.6,2,2,2,new,4987.53,0,0,unfurnished,budget,medium-rise
flat,sector 104,2.3,3,4,3+,relatively old,2227.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 37,1.72,3,3,3+,relatively new,1992.0,1,0,unfurnished,budget,medium-rise
flat,sector 90,0.65,2,2,3,relatively new,1227.0,0,0,unfurnished,luxury,medium-rise
house,sector 57,6.0,4,5,2,old,2700.0,1,0,semifurnished,budget,low-rise
flat,sector 33,1.1,2,2,3,relatively old,1100.0,0,0,semifurnished,budget,medium-rise
flat,sector 106,1.25,3,4,3+,relatively new,1186.0,1,0,unfurnished,luxury,medium-rise
flat,sector 47,0.4,2,2,1,new,582.0,0,0,semifurnished,budget,low-rise
house,sector 50,7.0,4,4,2,old,3400.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 85,2.1,4,4,3,relatively new,2600.0,1,0,unfurnished,budget,medium-rise
flat,sector 56,1.7,3,3,3,relatively old,2200.0,0,0,unfurnished,budget,medium-rise
house,sector 49,4.4,6,6,3,relatively old,2880.0,1,1,furnished,semi-luxury,low-rise
flat,sector 85,1.04,2,3,3+,relatively new,1583.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 89,1.3,3,3,2,new,1581.0,0,0,unfurnished,budget,low-rise
flat,sector 36,0.75,2,2,2,relatively new,853.0,0,0,unfurnished,budget,medium-rise
flat,sector 53,4.8,3,4,3+,relatively new,2500.0,1,0,semifurnished,luxury,medium-rise
house,sector 109,12.5,5,6,3,relatively new,4500.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 70,2.3,3,3,3,relatively new,1955.0,0,1,semifurnished,luxury,low-rise
flat,sector 83,0.65,1,1,0,relatively new,700.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 109,10.0,4,5,3+,new,3600.0,1,0,semifurnished,budget,low-rise
house,sector 46,2.2,3,3,2,old,909.0,0,1,semifurnished,budget,low-rise
house,sector 82,7.0,4,4,3+,relatively new,3240.0,1,0,semifurnished,budget,low-rise
flat,sector 72,3.25,3,3,3,relatively old,3000.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 49,2.51,3,3,3+,old,2061.09,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 70,1.62,3,5,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 84,1.5,3,3,3,new,1842.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 17,9.5,8,8,3,relatively new,4049.96,0,0,semifurnished,budget,low-rise
flat,sector 113,2.51,3,3,3+,under construction,1695.95,0,0,unfurnished,budget,low-rise
flat,sector 77,1.35,3,3,3+,new,1446.0,0,1,semifurnished,semi-luxury,medium-rise
flat,sector 68,0.8,2,2,3+,new,1180.0,0,0,semifurnished,budget,high-rise
flat,sector 109,1.65,3,3,3,relatively new,1650.0,0,1,semifurnished,luxury,high-rise
flat,sector 65,2.35,3,3,3,relatively new,1833.0,1,0,semifurnished,luxury,low-rise
flat,sector 63,3.5,3,3,3,under construction,1350.05,0,0,unfurnished,budget,low-rise
flat,sector 84,1.5,3,3,3,relatively new,1825.0,1,0,semifurnished,budget,high-rise
flat,sector 69,1.43,3,3,2,relatively new,1462.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 104,1.6,3,3,3,new,1535.0,0,0,unfurnished,budget,low-rise
house,sector 43,2.75,3,3,1,relatively old,1080.0,0,0,unfurnished,budget,low-rise
flat,sector 69,1.76,3,4,2,relatively new,1682.0,0,0,unfurnished,luxury,low-rise
house,sector 25,4.5,5,3,2,old,1350.01,0,1,unfurnished,budget,low-rise
flat,sector 12,0.35,3,3,1,old,909.0,0,0,unfurnished,budget,low-rise
flat,sector 65,4.6,3,3,3,new,1908.0,1,1,unfurnished,luxury,medium-rise
flat,sector 102,1.85,3,3,3+,relatively new,2250.0,1,0,semifurnished,semi-luxury,low-rise
house,sector 48,7.25,3,4,2,relatively old,2592.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 82,0.63,2,2,3+,relatively new,1031.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 83,1.3,3,3,1,relatively new,2600.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 61,2.0,3,3,2,new,1721.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 41,7.25,9,8,3,old,2475.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 84,0.85,2,2,3,new,1227.0,0,0,unfurnished,budget,medium-rise
house,sector 82,1.4,3,3,2,new,1700.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 54,1.75,3,4,3+,relatively old,1900.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 79,1.25,3,3,3+,relatively new,1656.0,0,0,semifurnished,budget,high-rise
flat,sector 37,0.99,3,5,3+,relatively new,1400.0,1,0,unfurnished,budget,medium-rise
flat,sector 57,5.5,5,6,3+,relatively old,5010.0,1,0,semifurnished,luxury,high-rise
house,sector 43,5.75,4,4,2,under construction,2430.06,1,1,furnished,luxury,medium-rise
flat,sector 70,1.8,3,3,3+,new,1773.0,0,0,semifurnished,budget,medium-rise
house,sector 40,2.1,3,3,2,relatively old,900.0,0,0,semifurnished,budget,low-rise
house,sector 66,18.0,5,6,3+,relatively new,4500.0,1,1,furnished,luxury,low-rise
flat,sector 1,0.85,3,3,3+,relatively new,2091.0,1,0,unfurnished,budget,medium-rise
flat,sector 90,0.65,2,2,3,relatively new,1227.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 110,4.1,5,5,2,relatively new,3500.0,1,0,unfurnished,luxury,medium-rise
flat,sector 47,0.54,2,1,3,new,828.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,1.67,3,2,2,under construction,1857.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 109,1.38,3,3,1,relatively old,2419.0,0,0,unfurnished,budget,medium-rise
flat,sector 50,2.51,3,3,3,relatively old,2093.06,0,1,semifurnished,semi-luxury,high-rise
flat,sector 99,1.08,3,5,3,relatively new,1750.0,1,0,unfurnished,budget,low-rise
flat,sector 37,1.2,3,3,3,relatively new,1000.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 69,0.6,2,1,1,relatively new,667.0,0,0,unfurnished,budget,high-rise
flat,sector 61,2.1,3,3,3,relatively new,1586.0,0,0,semifurnished,budget,high-rise
flat,sector 37,0.9,3,3,3,relatively new,1435.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 82,7.5,5,5,3+,relatively new,3240.0,1,0,semifurnished,luxury,low-rise
flat,sector 103,0.24,1,1,1,relatively new,400.0,0,0,unfurnished,budget,medium-rise
flat,sector 22,4.3,3,4,3+,relatively new,2600.0,1,0,furnished,luxury,medium-rise
flat,sector 61,2.2,3,3,2,under construction,1811.0,0,0,unfurnished,budget,low-rise
flat,sector 37,1.26,3,3,3,new,1400.0,0,0,unfurnished,budget,medium-rise
flat,sector 95,0.3,2,2,1,new,950.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 92,1.6,3,4,3+,relatively new,1615.0,1,0,semifurnished,luxury,medium-rise
flat,sector 89,0.65,2,2,2,under construction,1390.0,0,0,unfurnished,budget,high-rise
flat,sector 85,1.11,2,2,3,relatively new,1630.0,0,1,unfurnished,luxury,medium-rise
house,sector 26,18.9,6,8,2,relatively new,4518.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 47,0.3,2,2,2,relatively new,711.0,0,0,unfurnished,budget,medium-rise
flat,sector 79,1.28,3,3,3,relatively new,1368.0,0,0,unfurnished,luxury,medium-rise
house,sector 53,4.0,5,5,2,relatively new,2250.0,0,0,unfurnished,budget,low-rise
flat,sector 112,3.75,3,5,3+,relatively new,2547.0,1,0,semifurnished,budget,high-rise
flat,sector 95,0.4,2,2,2,new,571.0,0,0,semifurnished,budget,low-rise
