property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 4,1.05,3,2,2,new,1500.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 65,5.2,3,3,3,relatively new,2708.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 65,6.1,3,3,3,relatively old,3015.0,1,0,semifurnished,luxury,high-rise
flat,sector 28,1.24,2,2,3+,relatively old,1050.0,0,0,semifurnished,luxury,high-rise
flat,sector 85,1.45,3,4,2,new,1616.0,1,0,unfurnished,budget,low-rise
flat,sector 70,1.1,2,2,2,relatively new,1318.0,0,0,unfurnished,budget,medium-rise
flat,sector 66,2.1,3,4,2,relatively new,1800.0,1,0,semifurnished,luxury,high-rise
house,sector 13,9.0,10,5,3+,old,8100.0,0,0,unfurnished,budget,medium-rise
flat,sector 79,1.3,2,2,3,new,1429.0,0,0,unfurnished,budget,low-rise
flat,sector 113,2.35,3,4,3,relatively new,1930.0,1,0,unfurnished,luxury,low-rise
house,sector 17,6.95,4,4,3+,old,3500.0,1,1,unfurnished,budget,low-rise
flat,sector 69,1.66,4,4,1,relatively new,1791.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 83,1.05,3,3,3,relatively old,1462.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 28,2.25,3,3,2,old,1700.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 77,1.25,3,4,3,relatively new,1611.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 83,1.0,3,3,2,relatively new,1582.0,0,1,semifurnished,luxury,low-rise
flat,sector 2,1.02,2,2,3,relatively old,1286.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 1,0.6,3,2,2,relatively old,1272.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 90,0.5,2,2,1,new,647.0,0,0,unfurnished,budget,medium-rise
flat,sector 1,0.9,3,3,3+,relatively old,1900.0,1,0,unfurnished,budget,medium-rise
flat,sector 28,2.3,3,3,3,relatively old,1777.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 63,3.0,3,3,3+,relatively new,1641.95,1,0,semifurnished,semi-luxury,high-rise
flat,sector 1,1.6,4,6,3+,relatively new,2611.0,1,0,unfurnished,budget,medium-rise
house,sector 108,1.7,4,4,3+,relatively old,3000.0,0,0,unfurnished,budget,low-rise
flat,sector 47,0.75,3,2,3+,new,1201.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.4,2,2,2,relatively new,1262.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 70,2.4,3,3,3,relatively new,1955.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 54,11.0,4,6,3,relatively new,2839.0,1,0,furnished,luxury,medium-rise
flat,sector 2,0.55,1,1,2,relatively old,591.0,0,0,unfurnished,budget,medium-rise
flat,sector 54,1.75,3,3,3+,relatively old,2100.0,1,0,semifurnished,luxury,medium-rise
flat,sector 47,0.66,2,2,3,relatively new,974.0,0,0,unfurnished,budget,high-rise
flat,sector 83,1.15,3,2,3,relatively new,1595.0,0,0,unfurnished,budget,high-rise
flat,sector 104,2.55,4,4,3+,relatively new,2293.0,1,0,unfurnished,budget,medium-rise
flat,sector 103,0.3,1,2,2,new,402.0,0,0,unfurnished,budget,medium-rise
flat,sector 89,0.88,2,2,3,new,1228.0,0,0,unfurnished,budget,low-rise
flat,sector 37,1.1,3,3,3+,under construction,1568.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 48,8.5,4,5,3+,relatively old,4000.0,1,0,semifurnished,budget,low-rise
flat,sector 47,2.45,3,4,2,old,2544.0,0,0,semifurnished,budget,low-rise
flat,sector 85,1.2,2,2,3+,relatively new,1485.0,0,1,unfurnished,luxury,medium-rise
house,sector 3,0.67,3,2,1,relatively old,783.0,0,0,unfurnished,budget,low-rise
flat,sector 102,1.26,2,2,3,relatively new,1105.0,0,0,semifurnished,budget,medium-rise
flat,sector 70,5.0,6,7,3+,relatively new,5333.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 60,2.82,3,3,3,relatively new,2400.0,1,0,semifurnished,luxury,low-rise
flat,sector 102,1.28,2,2,3,relatively new,1105.0,0,0,unfurnished,budget,medium-rise
flat,sector 113,2.45,3,3,3+,relatively new,1890.0,0,0,unfurnished,luxury,low-rise
house,sector 50,12.5,4,4,3+,relatively new,3059.98,1,0,furnished,luxury,low-rise
flat,sector 109,1.35,3,2,3+,relatively new,1472.0,0,0,unfurnished,luxury,high-rise
house,sector 56,7.25,8,8,3+,relatively old,2471.37,0,0,semifurnished,budget,low-rise
flat,sector 110,3.4,4,5,3,relatively new,3091.0,1,1,unfurnished,semi-luxury,low-rise
house,sector 56,7.5,8,8,3+,relatively new,3240.0,1,0,furnished,budget,low-rise
flat,sector 90,1.26,3,3,2,relatively new,1650.0,0,0,unfurnished,budget,high-rise
flat,sector 108,1.2,3,3,3+,relatively new,974.67,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 83,0.95,2,2,3,relatively new,1300.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 43,5.25,4,4,3,old,2570.0,1,0,unfurnished,luxury,medium-rise
flat,sector 102,1.38,3,3,3,relatively new,1310.0,1,0,semifurnished,luxury,medium-rise
flat,sector 81,3.45,4,4,3+,relatively old,2538.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 79,2.0,3,4,3+,relatively new,2629.0,1,0,semifurnished,luxury,low-rise
flat,sector 37,0.98,3,4,3,relatively new,1653.0,1,0,unfurnished,budget,medium-rise
flat,sector 2,0.95,2,2,3,relatively old,1286.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 108,0.98,2,3,3,relatively new,734.42,0,0,unfurnished,luxury,medium-rise
flat,sector 83,1.08,3,3,2,relatively new,1577.0,0,0,unfurnished,budget,high-rise
flat,sector 108,2.5,3,3,2,new,1480.0,0,0,unfurnished,luxury,high-rise
flat,sector 43,1.5,3,3,3+,old,1385.0,0,1,semifurnished,luxury,medium-rise
flat,sector 111,0.7,2,2,2,relatively new,773.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.35,2,2,2,relatively new,694.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 89,1.14,3,3,2,under construction,1581.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 91,0.9,2,2,2,relatively new,1191.0,0,0,furnished,semi-luxury,high-rise
house,sector 43,11.5,7,8,3+,old,9000.0,1,1,semifurnished,budget,low-rise
house,sector 26,5.8,4,3,2,relatively new,1800.01,0,1,unfurnished,budget,low-rise
flat,sector 37,0.4,2,2,2,new,667.0,0,0,unfurnished,budget,medium-rise
flat,sector 69,2.0,4,4,2,relatively new,1827.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 79,1.85,3,3,3,new,1650.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 85,1.85,3,4,3,relatively new,2189.0,1,0,semifurnished,budget,low-rise
flat,sector 104,2.45,3,4,3+,relatively new,2123.0,1,0,semifurnished,semi-luxury,high-rise
house,sector 23,1.2,3,2,2,new,1500.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 67,3.15,3,4,3+,relatively new,2229.0,1,0,semifurnished,luxury,high-rise
house,sector 7,0.69,1,1,1,old,758.0,0,0,unfurnished,budget,low-rise
flat,sector 14,2.75,4,5,3+,old,2200.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 67,2.08,3,3,2,under construction,1570.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 109,5.85,4,5,3+,relatively new,2214.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 84,1.1,3,3,3+,relatively old,1718.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 36,0.45,1,1,1,relatively new,455.0,0,0,unfurnished,budget,medium-rise
flat,sector 76,3.35,3,4,3+,under construction,2111.0,1,0,furnished,luxury,medium-rise
flat,sector 69,1.8,4,4,2,relatively new,1827.0,0,0,semifurnished,luxury,medium-rise
house,sector 15,10.0,5,5,2,old,4518.0,0,0,unfurnished,budget,low-rise
flat,sector 85,1.75,3,3,2,relatively new,1825.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,0.38,2,2,1,relatively new,925.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 106,0.88,2,2,3+,relatively new,1120.0,0,0,unfurnished,budget,low-rise
flat,sector 108,2.0,4,4,3+,relatively new,2500.0,1,0,semifurnished,luxury,medium-rise
flat,sector 81,2.29,3,4,3+,relatively new,1909.0,1,0,furnished,semi-luxury,high-rise
flat,sector 43,2.5,4,4,3+,relatively new,2409.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 74,2.45,3,3,3+,relatively new,1800.0,0,0,unfurnished,luxury,high-rise
flat,sector 48,1.86,3,3,3+,relatively old,2209.0,1,0,semifurnished,semi-luxury,medium-rise
house,sector 60,18.02,9,12,3+,relatively new,6390.0,1,0,semifurnished,luxury,low-rise
house,sector 33,0.85,3,2,0,relatively new,900.0,0,0,unfurnished,budget,low-rise
flat,sector 63,2.2,2,3,3+,under construction,994.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 102,1.92,3,3,3,relatively new,2222.0,1,1,unfurnished,semi-luxury,high-rise
flat,sector 74,1.6,2,2,2,new,1278.0,0,0,unfurnished,budget,high-rise
flat,sector 84,1.35,3,3,3,relatively new,1750.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.67,2,2,3,relatively new,1100.0,0,0,unfurnished,luxury,medium-rise
house,sector 43,5.5,8,7,3+,relatively old,2850.0,1,0,semifurnished,luxury,low-rise
house,sector 25,6.3,4,4,3+,old,1800.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 49,2.64,3,4,3+,relatively old,2251.6,1,0,semifurnished,luxury,low-rise
flat,sector 62,9.95,4,6,3,relatively new,3918.0,1,0,semifurnished,luxury,high-rise
flat,sector 79,0.9,2,2,3,relatively new,1450.0,0,0,unfurnished,budget,medium-rise
flat,sector 102,1.3,3,3,3,relatively new,1310.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 85,1.3,2,2,2,new,1491.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 79,1.2,3,3,3+,relatively new,1150.0,0,0,semifurnished,luxury,high-rise
house,sector 46,3.55,5,4,3+,relatively old,1448.98,1,0,semifurnished,semi-luxury,low-rise
flat,sector 69,1.92,4,4,2,relatively new,1389.0,0,0,unfurnished,luxury,low-rise
flat,sector 36,0.72,3,2,3,under construction,983.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 95,0.8,2,2,3,new,710.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 82,0.86,3,3,3,relatively old,1229.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 68,1.32,2,2,3,relatively new,1370.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 83,3.15,5,7,3+,relatively new,3200.0,1,0,semifurnished,luxury,high-rise
house,sector 70,2.1,3,2,1,new,667.0,0,0,unfurnished,budget,low-rise
flat,sector 85,1.77,3,4,3+,new,2189.0,0,1,unfurnished,semi-luxury,medium-rise
house,sector 109,6.3,4,5,3+,relatively new,7000.0,0,0,semifurnished,semi-luxury,low-rise
house,sector 48,8.5,4,6,3,old,3240.0,1,0,unfurnished,budget,low-rise
flat,sector 65,5.4,3,4,3,relatively old,2708.0,1,0,semifurnished,luxury,high-rise
flat,sector 90,1.17,3,3,3,relatively new,1630.0,0,0,semifurnished,luxury,high-rise
flat,sector 112,5.6,4,6,3+,relatively new,3655.31,1,0,semifurnished,luxury,medium-rise
house,sector 112,9.5,5,5,3,relatively new,7450.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 89,1.3,3,3,3+,new,2122.0,1,0,unfurnished,budget,low-rise
house,sector 76,1.75,4,4,0,new,3111.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,1.1,3,4,3,relatively new,1891.0,1,0,unfurnished,budget,medium-rise
house,sector 14,5.0,3,3,3,relatively old,2250.0,0,0,unfurnished,budget,low-rise
house,sector 26,18.25,7,9,3+,relatively new,11111.0,1,1,semifurnished,semi-luxury,medium-rise
house,sector 43,15.5,5,6,3,relatively old,5490.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 68,0.9,2,2,2,new,1311.0,0,0,unfurnished,budget,low-rise
flat,sector 88,0.45,2,2,1,new,694.0,0,0,unfurnished,budget,low-rise
flat,sector 56,2.09,4,4,3+,relatively new,2300.0,0,0,semifurnished,luxury,medium-rise
flat,sector 99,2.45,3,4,3,new,2527.0,1,0,semifurnished,luxury,low-rise
flat,sector 47,0.48,2,2,2,under construction,999.0,0,0,unfurnished,budget,high-rise
flat,sector 67,4.55,4,4,3+,relatively new,2845.0,1,0,semifurnished,luxury,high-rise
flat,sector 72,6.5,4,4,3+,relatively new,3864.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 43,2.15,1,1,0,relatively old,1650.0,0,0,unfurnished,budget,low-rise
flat,sector 86,1.23,2,2,3,relatively new,1345.0,0,0,unfurnished,budget,high-rise
flat,sector 95,0.27,2,2,0,new,756.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 92,1.0,4,4,3,new,1836.0,0,0,unfurnished,budget,high-rise
flat,sector 67,3.32,3,4,3,new,2009.0,1,0,semifurnished,luxury,medium-rise
house,sector 7,2.0,2,2,2,old,1440.0,0,0,unfurnished,budget,low-rise
house,sector 70,4.0,4,4,3+,relatively new,6000.0,1,0,unfurnished,luxury,low-rise
flat,sector 78,4.75,3,3,2,under construction,2813.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 113,3.72,5,4,3+,new,2956.0,0,0,furnished,budget,low-rise
flat,sector 99,0.32,2,2,1,relatively new,601.0,0,0,unfurnished,budget,medium-rise
flat,sector 72,4.1,4,5,3+,new,2641.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 52,5.0,5,5,3+,relatively old,5200.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 70,1.65,3,4,3+,new,1932.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 67,3.05,3,3,3+,relatively new,2021.0,1,0,semifurnished,luxury,high-rise
flat,sector 85,2.03,4,4,3+,relatively new,2225.0,0,0,unfurnished,budget,low-rise
house,sector 26,4.5,5,5,3+,old,1350.01,0,0,unfurnished,budget,low-rise
flat,sector 99,1.16,3,3,3,relatively new,1790.0,1,0,unfurnished,budget,low-rise
flat,sector 8,0.6,2,2,1,new,800.0,0,0,furnished,semi-luxury,low-rise
flat,sector 47,1.39,3,2,3+,under construction,1333.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 36,0.82,3,2,2,new,847.0,0,0,unfurnished,budget,low-rise
flat,sector 3,0.8,3,3,1,old,1000.0,0,0,unfurnished,budget,low-rise
flat,sector 85,1.85,4,5,3+,relatively new,2556.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 50,1.4,3,3,2,relatively new,1251.0,0,1,semifurnished,semi-luxury,medium-rise
flat,sector 84,0.88,3,3,3,relatively new,1659.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 69,1.6,3,3,2,relatively new,1435.0,0,0,unfurnished,luxury,low-rise
flat,sector 92,0.79,3,2,2,new,1180.0,0,0,unfurnished,budget,high-rise
flat,sector 109,1.75,3,3,3,new,1466.0,0,0,unfurnished,budget,medium-rise
flat,sector 65,2.5,3,3,3,relatively new,1500.0,1,0,unfurnished,budget,low-rise
flat,sector 63,2.0,3,3,2,under construction,1540.0,0,0,unfurnished,budget,low-rise
house,sector 24,1.6,8,5,3+,old,540.0,0,0,unfurnished,budget,medium-rise
flat,sector 102,2.65,4,5,3+,relatively old,2322.0,1,0,unfurnished,luxury,high-rise
flat,sector 102,0.97,2,2,2,relatively new,832.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 70,4.7,4,4,3+,new,2610.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.6,3,3,3,new,1750.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 86,1.55,3,3,1,relatively new,1900.0,0,0,semifurnished,luxury,high-rise
flat,sector 47,0.26,2,2,2,new,640.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 86,0.5,2,2,2,old,573.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,0.78,2,2,3,relatively old,899.97,0,0,semifurnished,semi-luxury,low-rise
flat,sector 99,0.82,2,2,3,new,1365.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 68,0.82,2,2,3+,under construction,1073.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 8,0.59,2,2,2,relatively old,585.0,0,0,unfurnished,budget,low-rise
flat,sector 92,1.5,3,3,3,relatively new,1745.0,0,0,unfurnished,budget,low-rise
flat,sector 37,0.9,3,3,2,relatively new,1185.0,0,0,furnished,budget,high-rise
flat,sector 85,1.91,4,6,3,relatively new,3890.0,1,0,unfurnished,luxury,medium-rise
house,sector 48,4.95,7,7,3+,old,2403.0,1,1,semifurnished,luxury,low-rise
house,sector 40,5.0,9,9,3+,relatively old,2367.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 69,1.7,4,4,1,relatively new,1791.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 109,6.25,4,4,3+,relatively new,5400.0,1,0,unfurnished,luxury,low-rise
flat,sector 50,3.0,3,3,3+,old,2368.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 49,2.23,3,3,3,relatively new,1848.0,0,0,unfurnished,budget,high-rise
flat,sector 103,1.25,3,4,3,under construction,2012.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 109,1.5,3,3,1,new,2519.0,1,0,unfurnished,budget,medium-rise
flat,sector 81,0.8,2,2,2,under construction,607.0,0,0,unfurnished,budget,medium-rise
house,sector 93,1.3,3,2,1,relatively new,1152.0,0,0,unfurnished,budget,low-rise
flat,sector 103,1.65,3,3,3+,relatively new,1676.0,0,0,unfurnished,budget,high-rise
house,sector 3a,0.6,1,1,0,relatively new,1000.0,0,0,unfurnished,budget,low-rise
house,sector 48,8.5,4,4,1,relatively new,3240.0,0,0,unfurnished,budget,low-rise
flat,sector 102,1.75,3,4,3+,relatively new,1765.0,1,0,semifurnished,semi-luxury,high-rise
house,sector 14,4.5,5,5,1,relatively new,2778.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 89,1.5,3,3,3,relatively new,1932.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 65,2.25,3,3,3,relatively new,1600.0,1,0,semifurnished,budget,low-rise
flat,sector 81,1.15,3,2,3+,relatively new,1458.0,0,0,semifurnished,semi-luxury,medium-rise
house,sector 67,8.0,6,7,3+,relatively old,3600.0,1,0,semifurnished,budget,high-rise
flat,sector 113,1.75,2,2,3,relatively new,1430.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 3a,0.55,2,2,1,relatively old,810.0,0,0,unfurnished,budget,low-rise
flat,sector 47,1.35,3,2,3+,new,1415.0,0,0,unfurnished,budget,high-rise
flat,sector 90,1.25,4,5,2,relatively new,2341.0,1,0,unfurnished,luxury,medium-rise
flat,sector 92,0.79,3,2,2,new,1180.0,0,0,unfurnished,budget,high-rise
flat,sector 33,0.4,2,2,2,relatively new,727.0,0,0,furnished,budget,low-rise
flat,sector 67,1.0,3,3,3+,relatively old,1413.0,0,0,unfurnished,budget,low-rise
flat,sector 52,1.4,3,3,3+,relatively new,2556.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 106,0.87,2,2,3+,new,1120.0,0,0,unfurnished,luxury,low-rise
flat,sector 85,2.5,4,5,3+,under construction,2013.0,0,0,semifurnished,budget,high-rise
house,sector 49,6.75,5,4,2,new,4500.0,0,0,unfurnished,budget,low-rise
flat,sector 90,1.25,3,3,3,relatively new,1650.0,0,0,semifurnished,budget,medium-rise
flat,sector 83,1.33,4,4,3,relatively new,2184.0,1,0,unfurnished,budget,low-rise
flat,sector 47,0.28,2,2,2,relatively new,500.0,0,0,semifurnished,budget,low-rise
flat,sector 66,2.8,3,3,2,new,1950.13,1,0,furnished,semi-luxury,high-rise
flat,sector 81,2.12,3,3,3+,relatively new,1650.0,1,0,furnished,budget,medium-rise
flat,sector 92,0.95,4,3,2,new,1983.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 107,0.37,2,2,2,new,615.0,0,0,unfurnished,budget,medium-rise
flat,sector 78,1.15,3,3,3,relatively old,1978.0,1,0,unfurnished,budget,medium-rise
flat,sector 79,1.45,3,3,3,relatively new,2161.0,0,0,unfurnished,budget,low-rise
flat,sector 9,1.2,4,3,2,relatively old,2000.0,0,0,semifurnished,budget,medium-rise
flat,sector 65,2.8,3,3,2,relatively new,1650.07,1,0,unfurnished,semi-luxury,low-rise
flat,sector 72,3.3,3,4,3+,new,2185.14,1,0,furnished,luxury,high-rise
flat,sector 37,1.25,3,3,3,relatively new,1557.0,0,0,unfurnished,budget,low-rise
flat,sector 102,1.05,2,2,2,under construction,1017.0,0,0,unfurnished,budget,low-rise
flat,sector 88,1.62,3,2,3+,relatively new,1470.0,0,0,furnished,budget,medium-rise
flat,sector 108,2.6,3,3,2,relatively new,1711.09,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 82,2.6,4,4,3+,relatively new,2273.12,0,0,unfurnished,budget,low-rise
flat,sector 77,1.08,3,4,3+,relatively new,1818.0,1,0,semifurnished,luxury,medium-rise
flat,sector 61,1.7,2,2,2,under construction,1244.0,0,0,unfurnished,luxury,medium-rise
flat,sector 3,0.21,1,1,1,relatively new,500.0,0,0,unfurnished,budget,low-rise
flat,sector 85,0.68,2,2,2,relatively new,1075.0,0,0,unfurnished,budget,medium-rise
flat,sector 111,2.58,3,4,2,relatively new,2000.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 62,7.56,4,4,3+,relatively new,4200.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 70,2.52,3,4,3,relatively new,2136.0,1,0,unfurnished,luxury,medium-rise
flat,sector 85,1.73,4,5,3+,relatively new,2017.0,1,0,unfurnished,budget,medium-rise
flat,sector 61,2.04,3,3,3+,relatively old,1595.0,1,0,semifurnished,luxury,high-rise
house,sector 14,5.5,5,4,2,old,3240.06,0,0,unfurnished,budget,low-rise
flat,sector 92,0.78,2,2,3,under construction,843.0,0,0,unfurnished,budget,low-rise
flat,sector 107,0.38,2,2,2,relatively new,625.0,0,0,furnished,budget,low-rise
house,sector 3,0.68,5,3,0,relatively old,1755.0,0,0,unfurnished,budget,low-rise
house,sector 28,8.95,5,6,3+,relatively old,5000.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 99,0.95,2,3,3,relatively new,1611.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 66,19.0,5,6,3+,relatively new,6667.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 107,1.15,2,2,3,relatively new,1276.0,0,0,unfurnished,budget,low-rise
flat,sector 69,1.2,2,3,1,relatively new,1227.0,0,0,unfurnished,luxury,low-rise
flat,sector 47,0.9,3,2,2,under construction,1018.0,0,0,unfurnished,luxury,low-rise
flat,sector 47,2.5,3,3,2,new,2093.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 48,3.3,5,5,3+,old,3305.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.93,2,2,2,under construction,1000.0,0,0,unfurnished,budget,medium-rise
flat,sector 60,2.12,2,2,2,relatively new,1350.0,0,0,semifurnished,luxury,low-rise
house,sector 104,1.95,3,5,3+,relatively old,920.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 56,0.45,1,1,2,old,545.0,0,0,unfurnished,budget,low-rise
flat,sector 102,1.45,3,3,3,relatively new,1500.0,1,0,unfurnished,luxury,medium-rise
house,sector 3,0.47,2,1,1,relatively old,624.0,0,1,unfurnished,budget,low-rise
flat,sector 67,1.7,3,3,2,new,1342.0,1,0,semifurnished,budget,medium-rise
house,sector 63,8.5,4,4,3+,new,3950.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 90,1.3,3,3,3+,relatively new,1700.0,0,0,unfurnished,luxury,medium-rise
flat,sector 47,0.85,2,2,3,new,974.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 39,1.75,3,4,3,old,2222.0,1,0,furnished,budget,low-rise
flat,sector 67,2.8,3,3,3,relatively new,2048.13,0,1,furnished,luxury,low-rise
flat,sector 28,0.9,4,2,3+,old,1382.0,0,0,unfurnished,budget,low-rise
house,sector 82,1.6,4,4,3+,relatively old,2425.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 91,2.0,4,4,3+,relatively old,2479.0,1,0,unfurnished,semi-luxury,high-rise
house,sector 39,1.6,1,1,2,old,892.0,0,0,unfurnished,budget,low-rise
flat,sector 66,3.5,3,4,3,relatively new,2150.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 9,0.88,3,3,2,old,1433.0,0,0,semifurnished,budget,low-rise
flat,sector 24,5.8,3,4,3+,old,3700.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 110,3.49,4,5,3,relatively new,3091.0,1,0,unfurnished,luxury,medium-rise
flat,sector 85,1.19,2,2,3,relatively new,1670.0,0,0,unfurnished,budget,high-rise
flat,sector 47,0.35,2,2,2,new,524.0,0,0,unfurnished,budget,high-rise
flat,sector 102,1.41,2,2,3,relatively new,1244.0,0,0,unfurnished,budget,low-rise
house,sector 4,2.3,4,4,3,old,160.0,0,0,semifurnished,budget,low-rise
flat,sector 79,2.5,3,3,3+,relatively new,2244.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 56,0.5,1,1,2,old,667.0,0,0,unfurnished,budget,low-rise
house,sector 57,3.49,4,4,2,relatively old,1727.98,1,0,semifurnished,budget,low-rise
flat,sector 57,1.12,2,2,1,old,955.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 103,0.88,2,2,3,new,1237.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 67,0.62,2,2,2,relatively new,581.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 12,1.7,1,1,2,old,2000.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 86,1.5,3,3,3+,relatively new,1780.0,0,0,unfurnished,luxury,high-rise
flat,sector 47,0.42,2,2,1,new,590.0,0,0,unfurnished,budget,high-rise
flat,sector 92,0.58,3,3,3,new,1286.0,0,0,unfurnished,budget,low-rise
flat,sector 49,4.52,5,5,3+,relatively old,3741.0,1,0,unfurnished,budget,high-rise
flat,sector 65,3.2,4,3,2,relatively new,3150.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 89,1.32,3,3,3,under construction,867.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 86,1.58,3,3,1,relatively new,1750.0,0,0,semifurnished,luxury,high-rise
house,sector 25,10.5,5,5,3,relatively old,3618.0,1,0,unfurnished,budget,low-rise
flat,sector 69,2.0,4,4,2,relatively new,1897.0,0,0,unfurnished,luxury,low-rise
house,sector 52,8.0,6,5,3+,new,3131.97,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 67,2.78,3,3,3+,relatively new,2047.13,0,0,semifurnished,luxury,medium-rise
flat,sector 90,1.42,4,4,3+,relatively old,2149.0,1,1,unfurnished,budget,medium-rise
house,sector 28,13.0,10,10,3+,relatively new,8056.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 66,3.98,3,4,3+,relatively old,2000.0,1,0,semifurnished,luxury,low-rise
flat,sector 83,1.08,3,3,3,relatively new,1531.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 5,0.25,2,2,2,relatively new,778.0,0,0,unfurnished,budget,low-rise
flat,sector 109,0.79,3,2,2,relatively new,1208.0,0,0,semifurnished,semi-luxury,low-rise
