property_type,society,sector,price_in_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score,area_bedroom_ratio
flat,godrej oasis,sector 88,1.15,7115.98,1616.08,Super Built up area 1616(150.13 sq.m.)Carpet area: 1168 sq.ft. (108.51 sq.m.),2,2,3,14.0,south-east,relatively new,1616.0,,1168.0,0,1,1,0,0,1,154.0,808.04
flat,ireo victory valley,sector 67,4.5,14096.99,3192.17,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,0.0,north,relatively new,3192.0,3160.0,3000.0,1,0,1,0,0,0,31.0,798.0425
flat,kendriya vihar,sector 56,0.47,7767.95,605.05,Carpet area: 605 (56.21 sq.m.),1,1,1,3.0,,old,,,605.0,0,0,0,0,0,0,35.0,605.05
flat,antriksh heights,sector 84,1.05,5011.0,2095.39,Super Built up area 2095(194.63 sq.m.),4,4,3+,3.0,north,new,2095.0,,,0,1,0,0,0,1,64.0,523.8475
flat,tulip lemon,sector 69,0.6,11407.06,525.99,Carpet area: 526 (48.87 sq.m.),2,1,1,11.0,,undefined,,,526.0,0,0,0,0,0,1,,262.995
flat,raheja atharva,sector 109,1.6,5319.01,3008.08,Built Up area: 3008 (279.45 sq.m.),4,1,0,0.0,,new,,3008.0,,0,0,0,0,0,1,,752.02
flat,lavanya apartments,sector 81,0.9,5056.01,1780.06,Built Up area: 1780 (165.37 sq.m.),3,3,0,7.0,,undefined,,1780.0,,0,0,0,0,0,1,,593.3533333333334
flat,experion the heartsong,sector 108,2.08,9904.01,2100.16,Built Up area: 2631 (244.43 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,4,3+,3.0,east,relatively new,,2631.0,2100.0,1,0,0,0,0,1,102.0,525.04
flat,ats tourmaline,sector 109,2.25,8703.99,2585.02,Super Built up area 2585(240.15 sq.m.),3,4,3,14.0,north-east,relatively new,2585.0,,,1,0,0,0,0,1,84.0,861.6733333333333
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,2500.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,north,relatively new,3300.0,,2500.0,1,1,1,1,0,0,110.0,833.3333333333334
flat,bestech park view residency,sector 2,1.5,7825.01,1916.93,Super Built up area 1920(178.37 sq.m.),3,4,3+,10.0,north-east,relatively old,1920.0,,,1,0,0,0,0,1,80.0,638.9766666666667
house,bhim garh kheri,sector 3,0.75,6409.98,1170.05,Plot area 130(108.7 sq.m.),4,2,2,2.0,West,old,,1170.0,,0,0,0,0,0,1,11.0,292.5125
flat,m3m golfestate,sector 65,6.15,15998.0,3844.23,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,west,relatively new,,,3844.0,1,0,0,0,0,2,24.0,1281.41
flat,ild grand,sector 37,0.66,5038.01,1310.04,Built Up area: 1310 (121.7 sq.m.),2,2,3+,14.0,,undefined,,1310.0,,0,0,0,0,0,1,62.0,655.02
flat,ss the leaf,sector 85,1.93,8075.01,2390.09,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3,4,3,7.0,north-east,relatively new,2408.0,2400.0,2390.0,1,0,0,0,0,1,151.0,796.6966666666667
flat,puri diplomatic greens,sector 111,2.58,11727.01,2200.05,Super Built up area 2200(204.39 sq.m.),3,4,2,10.0,north,relatively old,2200.0,,,1,0,0,0,0,1,77.0,733.35
flat,rof ananda,sector 95,0.32,5736.0,557.88,Carpet area: 549.16 (51.02 sq.m.),2,2,1,10.0,north,relatively new,,,549.17,0,0,1,0,0,0,42.0,278.94
flat,dlf the primus,sector 82,2.55,11218.01,2273.13,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4,4,3+,14.0,south-west,relatively new,2273.0,,1340.0,0,0,0,0,0,2,21.0,568.2825
flat,bestech park view grand spa,sector 81,4.0,9522.99,4200.36,Super Built up area 4200(390.19 sq.m.),4,5,3+,15.0,west,relatively new,4200.0,,,1,0,0,0,0,0,96.0,1050.09
flat,dlf the skycourt,sector 86,2.2,11500.02,1913.04,Super Built up area 1930(179.3 sq.m.),3,3,1,7.0,,relatively new,1930.0,,,0,0,1,0,0,2,67.0,637.68
flat,maruti vihar,sector 28,1.0,9090.0,1100.11,Super Built up area 1100(102.19 sq.m.),1,1,1,1.0,north,old,1100.0,,,0,1,1,0,0,0,62.0,1100.11
flat,ramprastha skyz,sector 37,1.25,7249.99,1724.14,Built Up area: 1725 (160.26 sq.m.),3,3,3+,2.0,north-east,under construction,,1725.0,,0,0,0,0,0,1,7.0,574.7133333333334
flat,puri emerald bay,sector 104,2.65,15007.02,1765.84,Super Built up area 2450(227.61 sq.m.)Carpet area: 1765.73 sq.ft. (164.04 sq.m.),3,4,3,15.0,north-east,relatively new,2450.0,,1765.71,1,0,0,0,0,0,151.0,588.6133333333333
house,huda,sector 38,3.5,24004.99,1458.03,Plot area 162(135.45 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),3,2,3,2.0,East,relatively old,,161.0,160.0,0,0,0,1,0,0,70.0,486.01
flat,dlf the ultima,sector 81,2.35,11173.98,2103.1,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,south,relatively new,2103.0,1550.0,1257.0,1,1,1,0,1,2,24.0,701.0333333333333
flat,emaar mgf palm studios,sector 66,1.45,14795.01,980.06,Super Built up area 1188(110.37 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2,2,3,3.0,east,relatively new,1188.0,,980.0,0,0,0,0,0,1,69.0,490.03
flat,essel tower,sector 28,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,,relatively old,,,1760.0,1,0,0,0,0,2,,586.6666666666666
flat,ats kocoon,sector 109,2.22,10596.0,2095.13,Super Built up area 2095(194.63 sq.m.),3,3,3,20.0,east,relatively new,2095.0,,,1,0,0,0,1,1,53.0,698.3766666666667
flat,malibu towne,sector 47,2.4,10000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3,3,0,0.0,west,relatively old,,,2400.0,0,0,0,0,0,0,14.0,800.0
flat,godrej oasis,sector 88,1.45,8082.0,1794.11,Carpet area: 1794 (166.67 sq.m.),3,3,3,12.0,,relatively new,,,1794.0,0,0,0,0,0,1,24.0,598.0366666666666
flat,bptp terra,sector 37,1.79,8983.01,1992.65,Super Built up area 1998(185.62 sq.m.),4,3,3,15.0,south-west,relatively new,1998.0,,,0,0,0,0,1,0,18.0,498.1625
house,independent,sector 25,9.0,33332.96,2700.03,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,old,,2700.0,,1,1,1,1,0,1,31.0,540.0060000000001
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.02,1852.02,Super Built up area 1852(172.06 sq.m.),3,3,3,9.0,south-east,relatively new,1852.0,,,0,0,0,0,0,1,21.0,617.34
flat,dlf the primus,sector 82,1.87,10394.03,1799.11,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3,31.0,east,relatively old,1799.0,,1538.0,0,0,1,0,0,1,39.0,599.7033333333333
flat,rof ananda,sector 95,0.38,6919.03,549.21,Carpet area: 549.17 (51.02 sq.m.),2,2,1,4.0,,new,,,549.17,0,0,0,0,0,1,,274.605
flat,orris carnation residency,sector 85,0.88,5952.02,1478.49,Super Built up area 1485(137.96 sq.m.),3,3,1,1.0,south,relatively new,1485.0,,,0,0,0,0,0,1,52.0,492.83
flat,experion the heartsong,sector 108,1.25,9258.98,1350.04,Super Built up area 1758(163.32 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,south-east,relatively new,1758.0,1500.0,1350.0,1,0,1,0,0,1,151.0,450.0133333333333
flat,bestech park view residency,sector 2,1.51,7890.02,1913.81,Super Built up area 1920(178.37 sq.m.),3,4,3+,8.0,west,relatively old,1920.0,,,1,0,0,0,0,1,75.0,637.9366666666666
flat,pareena coban residences,sector 99,1.4,7009.99,1997.15,Super Built up area 1997(185.53 sq.m.),3,5,3+,6.0,,new,1997.0,,,0,0,0,0,0,1,10.0,665.7166666666667
house,independent,sector 55,3.55,24499.99,1448.98,Plot area 161(134.62 sq.m.),4,4,3+,2.0,,old,,1449.0,,0,0,0,0,0,0,18.0,362.245
flat,south city 1 floors,sector 41,3.4,11724.02,2900.03,Built Up area: 2900 (269.42 sq.m.),4,4,3,0.0,,undefined,,2900.0,,0,0,0,0,0,1,,725.0075
flat,pareena mi casa,sector 68,1.9,9227.02,2059.17,Carpet area: 2059 (191.29 sq.m.),3,3,3+,1.0,,under construction,,,2059.0,1,0,0,0,0,1,24.0,686.39
house,ansals palam vihar,sector 2,9.0,19231.02,4679.94,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,old,,4680.0,,1,1,1,1,0,2,97.0,935.9879999999999
house,independent,sector 49,4.45,15451.01,2880.07,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,relatively old,,2880.0,,1,1,1,1,0,2,130.0,480.0116666666667
house,bptp astaire gardens,sector 70,1.18,8136.98,1450.17,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,relatively new,,,1450.0,0,0,0,0,1,0,120.0,483.39000000000004
flat,la vida by tata housing,sector 113,3.35,12444.0,2692.06,Carpet area: 2692 (250.09 sq.m.),4,4,3+,11.0,north-east,relatively new,,,2692.0,1,1,0,0,0,0,154.0,673.015
house,unitech aspen greens,sector 50,6.95,32175.93,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 2160 sq.yards (1806.04 sq.m.)Carpet area: 1720 sq.yards (1438.14 sq.m.),3,3,1,2.0,North-East,relatively old,,2160.0,1720.0,1,0,0,0,0,1,132.0,720.0
flat,dlf regal gardens,sector 90,1.76,7945.0,2215.23,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4,4,3+,8.0,north,relatively new,2215.0,2020.0,1670.0,0,0,0,0,0,0,109.0,553.8075
flat,essel towers,sector 14,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,,undefined,,,1760.0,0,0,0,0,0,1,,586.6666666666666
flat,breez global hill view,sector 47,2.6,5213.0,4987.53,Carpet area: 554.16 (51.48 sq.m.),2,2,2,6.0,,new,,,554.13,0,0,0,0,0,1,21.0,2493.765
flat,puri emerald bay,sector 104,2.3,9386.99,2450.2,Super Built up area 2450(227.61 sq.m.),3,4,3+,10.0,north-east,relatively old,2450.0,,,1,0,0,0,0,1,83.0,816.7333333333332
flat,bptp terra,sector 37,1.72,7850.01,2191.08,Super Built up area 2191(203.55 sq.m.),3,3,3+,10.0,south-east,relatively new,2191.0,,,1,0,0,0,0,1,31.0,730.36
flat,shree vardhman flora,sector 90,0.65,4813.99,1350.23,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,west,relatively new,1350.0,,,0,1,0,0,0,1,154.0,675.115
house,ansals florence villa,sector 57,6.0,22221.98,2700.03,Plot area 300(250.84 sq.m.),4,5,2,2.0,,old,,2700.0,,1,0,1,0,0,0,11.0,675.0075
flat,unitech the residences,sector 33,1.1,9909.02,1110.1,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,9.0,east,relatively old,1110.0,1100.0,1000.0,0,0,0,0,0,0,21.0,555.05
flat,paras dews,sector 106,1.25,11060.97,1130.1,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,7.0,south-east,relatively new,1760.0,1186.0,1130.0,1,1,0,0,0,1,141.0,376.7
flat,kamal residence,sector 47,0.4,7633.01,524.04,Carpet area: 524 (48.68 sq.m.),2,2,1,0.0,north-east,new,,,524.0,0,0,0,0,1,0,8.0,262.02
house,independent,sector 50,7.0,23333.02,3000.04,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3.0,North-East,old,,3400.0,3000.0,1,0,0,0,0,1,95.0,750.01
flat,ss the leaf,sector 85,2.1,7467.01,2812.37,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,7.0,north,relatively new,2812.0,2600.0,2400.0,1,1,1,0,0,1,21.0,703.0925
flat,sukhshanti apartment,sector 56,1.7,7726.99,2200.08,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3,3,3,4.0,south,relatively old,,2200.0,1610.0,0,1,0,0,0,1,24.0,733.36
house,uppal southend,sector 49,4.4,15277.99,2879.96,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,relatively old,,2880.0,,1,1,1,1,0,2,97.0,479.99333333333334
flat,ss the leaf,sector 85,1.04,5973.0,1741.17,Super Built up area 1741(161.74 sq.m.),2,3,3+,4.0,west,relatively new,1741.0,,,0,0,0,1,0,1,85.0,870.585
flat,smart world gems,sector 89,1.3,9134.99,1423.1,Carpet area: 1423 (132.2 sq.m.),3,3,2,2.0,,new,,,1423.0,0,1,0,0,0,1,21.0,474.3666666666666
flat,avl 36 gurgaon,sector 36,0.75,7500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2,2,2,5.0,north-east,relatively new,1000.0,,727.0,0,0,0,0,0,1,16.0,500.0
flat,parsvnath exotica,sector 53,4.8,16580.02,2895.05,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,north-east,relatively new,2895.0,2500.0,2200.0,1,0,1,0,1,0,151.0,965.0166666666668
house,international city by sobha phase 2,sector 109,12.5,26667.01,4687.44,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,relatively new,,4500.0,,1,1,1,1,0,1,49.0,937.4879999999999
flat,aipl the peaceful homes,sector 70,2.3,10696.98,2150.14,Super Built up area 2150(199.74 sq.m.),3,3,3,3.0,north-east,relatively new,2150.0,,,0,0,0,1,0,0,108.0,716.7133333333333
flat,sapphire eighty three,sector 83,0.65,9285.98,699.98,Built Up area: 700 (65.03 sq.m.),1,1,0,6.0,,undefined,,700.0,,0,0,0,0,0,1,,699.98
house,international city by sobha phase 2,sector 109,10.0,27778.01,3599.97,Plot area 400(334.45 sq.m.),4,5,3+,2.0,East,new,,3600.0,,1,1,1,0,1,0,30.0,899.9925
house,independent,sector 46,2.2,2689.1,8181.18,Plot area 101(84.45 sq.m.),3,3,2,3.0,North-West,old,,909.0,,0,0,0,1,0,0,37.0,2727.06
house,independent,sector 82,7.0,21605.0,3239.99,Plot area 360(301.01 sq.m.),4,4,3+,1.0,North-East,relatively new,,3240.0,,1,1,1,0,0,0,30.0,809.9975
flat,tata primanti,sector 72,3.25,10545.0,3082.03,Super Built up area 3300(306.58 sq.m.),3,3,3,2.0,south,relatively old,3300.0,,,1,0,0,0,0,1,94.0,1027.3433333333335
flat,orchid petals,sector 49,2.51,12178.02,2061.09,Super Built up area 2061(191.47 sq.m.),3,3,3+,7.0,east,old,2061.0,,,0,1,0,0,0,0,66.0,687.0300000000001
flat,shree vardhman victoria,sector 70,1.62,8307.01,1950.16,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,9.0,north,relatively new,1950.0,,1161.0,1,0,0,0,0,1,47.0,650.0533333333334
flat,ss almeria,sector 84,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,2.0,,new,2000.0,,1700.0,1,0,0,0,0,1,82.0,666.6666666666666
house,independent,sector 17,9.5,23457.02,4049.96,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),8,8,3,3.0,West,relatively new,,500.0,450.0,0,1,0,0,0,0,14.0,506.245
flat,m3m capital,sector 113,2.51,14799.96,1695.95,Super Built up area 1695(157.47 sq.m.),3,3,3+,2.0,north-west,under construction,1695.0,,,0,1,0,0,0,1,24.0,565.3166666666667
flat,umang winter hills,sector 77,1.35,7779.99,1735.22,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,,new,1735.0,,1199.0,0,0,0,1,0,0,70.0,578.4066666666666
flat,supertech hues,sector 68,0.8,6778.97,1180.12,Built Up area: 1180 (109.63 sq.m.),2,2,3+,14.0,,new,,1180.0,,0,0,0,0,0,0,16.0,590.06
flat,ats kocoon,sector 109,1.65,10645.02,1550.02,Super Built up area 1745(162.12 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,19.0,east,relatively new,1745.0,1650.0,1550.0,0,0,0,1,0,0,136.0,516.6733333333333
flat,emaar mgf emerald floors premier,sector 65,2.35,14241.99,1650.05,Carpet area: 1650 (153.29 sq.m.),3,3,3,3.0,east,relatively new,,,1650.0,1,1,0,0,0,0,111.0,550.0166666666667
flat,birla navya,sector 63,3.5,25924.97,1350.05,Carpet area: 1350 (125.42 sq.m.),3,3,3,1.0,,under construction,,,1350.0,0,0,0,0,0,1,37.0,450.01666666666665
flat,alpha corp gurgaonone,sector 84,1.5,7641.01,1963.09,Super Built up area 1963(182.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,20.0,north-west,relatively new,1963.0,,1700.0,1,0,0,0,0,0,19.0,654.3633333333333
flat,tulip violet,sector 69,1.43,8886.02,1609.27,Super Built up area 1608(149.39 sq.m.),3,3,2,1.0,north-west,relatively new,1608.0,,,0,0,1,0,0,1,77.0,536.4233333333333
flat,hero homes,sector 104,1.6,7824.99,2044.73,Super Built up area 1689(156.91 sq.m.),3,3,3,1.0,,new,1689.0,,,0,0,0,0,0,1,24.0,681.5766666666667
house,landmark house,sector 43,2.75,25462.96,1080.0,Plot area 120(100.34 sq.m.),3,3,1,2.0,South-East,relatively old,,1080.0,,0,0,1,0,0,1,14.0,360.0
flat,tulip violet,sector 69,1.76,9513.0,1850.1,Super Built up area 1850(171.87 sq.m.),3,4,2,0.0,south-west,relatively new,1850.0,,,0,0,0,0,0,1,137.0,616.6999999999999
house,dlf city plots phase 2,sector 25,4.5,33333.09,1350.01,Plot area 150(125.42 sq.m.),5,3,2,3.0,,old,,1350.0,,0,0,1,1,0,1,13.0,270.002
flat,krishna appartment,sector 12,0.35,3500.0,1000.0,Super Built up area 1000(92.9 sq.m.),3,3,1,2.0,,old,1000.0,,,0,0,0,0,0,1,,333.3333333333333
flat,m3m latitude,sector 65,4.6,26789.98,1717.06,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,south,new,,,1717.0,1,1,1,1,0,1,105.0,572.3533333333334
flat,emaar imperial gardens,sector 102,1.85,9134.99,2025.18,Carpet area: 2025 (188.13 sq.m.),3,3,3+,0.0,south-west,relatively new,,,2025.0,1,0,0,0,0,0,63.0,675.0600000000001
house,vipul tatvam villa,sector 48,7.25,27971.0,2591.97,Plot area 288(240.8 sq.m.),3,4,2,2.0,South,relatively old,,2592.0,,1,1,1,1,0,0,98.0,863.9899999999999
flat,vatika iris floors,sector 82,0.63,5590.01,1127.01,Super Built up area 1134(105.35 sq.m.),2,2,3+,2.0,east,relatively new,1134.0,,,0,1,0,0,0,1,88.0,563.505
flat,vatika lifestyle homes,sector 83,1.3,4544.99,2860.29,Super Built up area 2860(265.7 sq.m.),3,3,1,6.0,north-west,relatively new,2860.0,,,0,0,0,0,0,0,54.0,953.43
flat,smart world orchard,sector 61,2.0,12910.97,1549.07,Carpet area: 1549 (143.91 sq.m.),3,3,2,3.0,,new,,,1549.0,0,0,0,0,1,1,60.0,516.3566666666667
house,independent,sector 41,7.25,29293.05,2474.99,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,old,,2475.0,,1,0,0,0,0,0,61.0,274.99888888888887
flat,antriksh heights,sector 84,0.85,5555.99,1529.88,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,north-west,new,1350.0,,,0,1,0,0,1,1,27.0,764.94
house,vatika independent floors,sector 82,1.4,8235.0,1700.06,Plot area 1700(157.94 sq.m.),3,3,2,3.0,North-West,new,,1700.0,,0,0,1,0,0,1,52.0,566.6866666666666
flat,sunischit apartments,sector 54,1.75,7954.0,2200.15,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3+,5.0,east,relatively old,2200.0,1900.0,1700.0,1,0,0,0,0,0,52.0,733.3833333333333
flat,mapsko mount ville,sector 79,1.25,8388.98,1490.05,Carpet area: 1490 (138.43 sq.m.),3,3,3+,16.0,north,relatively new,,,1490.0,0,0,0,0,0,0,21.0,496.68333333333334
flat,imperia the esfera,sector 37,0.99,5454.0,1815.18,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3,5,3+,5.0,north-west,relatively new,1815.0,1400.0,1270.0,1,0,0,0,0,1,24.0,605.0600000000001
flat,bptp freedom park life,sector 57,5.5,8982.0,6123.36,Built Up area: 5010 (465.44 sq.m.),5,6,3+,19.0,east,relatively old,,5010.0,,1,0,1,0,0,0,124.0,1224.672
house,independent,sector 43,5.75,23661.97,2430.06,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,2,4.0,North,under construction,,260.0,220.0,1,0,0,1,0,2,122.0,607.515
flat,shree vardhman victoria,sector 70,1.8,9230.01,1950.16,Super Built up area 1950(181.16 sq.m.),3,3,3+,10.0,north-east,new,1950.0,,,0,0,0,0,1,0,24.0,650.0533333333334
house,independent,sector 40,2.1,23333.07,900.01,Plot area 900(83.61 sq.m.),3,3,2,3.0,North,relatively old,,900.0,,0,0,0,0,1,0,23.0,300.00333333333333
house,emaar mgf marbella,sector 66,18.0,40000.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3+,3.0,North-East,relatively new,,4500.0,,1,1,1,1,0,2,129.0,900.0
flat,nagata group housing society,sector 1,0.85,3694.99,2300.41,Super Built up area 2300(213.68 sq.m.),3,3,3+,4.0,north,relatively new,2300.0,,,1,0,0,0,0,1,7.0,766.8033333333333
flat,shree vardhman flora,sector 90,0.65,4813.99,1350.23,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,north,relatively new,1350.0,,,0,1,0,0,0,1,96.0,675.115
flat,indiabulls enigma,sector 110,4.1,10567.01,3880.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),5,5,2,10.0,east,relatively new,3880.0,3500.0,3000.0,1,0,0,0,0,1,131.0,776.0
flat,signature global park,sector 47,0.54,7248.03,745.03,Carpet area: 745 (69.21 sq.m.),2,1,3,1.0,,new,,,745.0,0,0,0,0,0,1,44.0,372.515
flat,godrej nature plus,sector 47,1.67,10499.97,1590.48,Carpet area: 1671 (155.24 sq.m.),3,2,2,18.0,,under construction,,,1671.0,0,0,0,0,0,1,47.0,530.16
flat,brisk lumbini terrace homes,sector 109,1.38,6338.01,2177.34,Carpet area: 2177 (202.25 sq.m.),3,3,1,4.0,,relatively old,,,2177.0,0,0,0,0,0,1,8.0,725.7800000000001
flat,the close north,sector 50,2.51,11992.01,2093.06,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,north-east,relatively old,2093.0,,,0,0,1,1,0,0,91.0,697.6866666666666
flat,pareena coban residences,sector 99,1.08,6624.99,1630.19,Super Built up area 1997(185.53 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1630 sq.ft. (151.43 sq.m.),3,5,3,2.0,west,relatively new,1997.0,1750.0,1630.0,1,0,0,0,1,1,24.0,543.3966666666666
flat,ramprastha primera,sector 37,1.2,13333.04,900.02,Carpet area: 900 (83.61 sq.m.),3,3,3,5.0,north-east,relatively new,,,900.0,0,0,0,1,0,1,48.0,300.00666666666666
flat,tulip lemon,sector 69,0.6,10000.0,600.0,Carpet area: 600 (55.74 sq.m.),2,1,1,12.0,,relatively new,,,600.0,0,0,0,0,0,1,24.0,300.0
flat,pioneer park,sector 61,2.1,11666.02,1800.1,Super Built up area 1800(167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,15.0,south-east,relatively new,1800.0,,1400.0,0,0,0,0,0,0,24.0,600.0333333333333
flat,imperia the esfera,sector 37,0.9,6272.0,1434.95,Built Up area: 1435 (133.32 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,9.0,east,undefined,,1435.0,1100.0,0,0,0,0,0,1,58.0,478.31666666666666
house,independent,sector 82,7.5,23148.01,3240.02,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,relatively new,,3240.0,,1,0,1,0,0,0,107.0,648.004
flat,signature global grand iva,sector 103,0.24,6527.06,367.7,Carpet area: 360 (33.45 sq.m.),1,1,1,4.0,north-east,relatively new,,,360.0,0,0,0,0,0,1,13.0,367.7
flat,ambience creacions,sector 22,4.3,13915.0,3090.19,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,6.0,south-west,relatively new,3090.0,2600.0,2100.0,1,0,0,0,1,2,103.0,1030.0633333333333
flat,smart world orchard,sector 61,2.2,13496.02,1630.11,Carpet area: 1630 (151.43 sq.m.),3,3,2,3.0,,under construction,,,1630.0,0,0,0,0,0,1,28.0,543.37
flat,corona optus,sector 37,1.26,7250.0,1737.93,Super Built up area 1735(161.19 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3,3,3,4.0,north-east,new,1735.0,1400.0,965.0,0,0,0,0,0,1,15.0,579.3100000000001
flat,ramsons kshitij,sector 95,0.3,3157.99,949.97,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11.0,,undefined,,950.0,552.0,0,0,0,0,0,1,,474.985
flat,bestech park view sanskruti,sector 92,1.6,8020.01,1995.01,Super Built up area 1995(185.34 sq.m.)Built Up area: 1615 sq.ft. (150.04 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,4,3+,10.0,north-west,relatively new,1995.0,1615.0,1476.0,1,0,0,0,1,0,151.0,665.0033333333333
flat,greenopolis,sector 89,0.65,5195.01,1251.2,Carpet area: 1251 (116.22 sq.m.),2,2,2,15.0,,under construction,,,1251.0,0,0,0,0,0,1,19.0,625.6
flat,ss the leaf,sector 85,1.11,6851.01,1620.2,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,8.0,north,relatively new,1640.0,1630.0,1620.0,0,0,0,1,0,1,151.0,810.1
